M13-1	M13-7	M13-16	M13-18	M13-23	M13-25	M13-30	M13-33	M13-35	M13-40	M13-43	M13-45	M13-47	M13-49	UC179	UC21	UC397	UC264	UC220	UC51	UC222	UC13	UC30	UC99	UC95	UC338	UC100	UC54	UC56	UC384	UC43	UC98	UC50	UC129	UC77	UC357
ENSG00000011028	6087.67	4955.12	3277.95	5638.13	6328.41	5110	5375.07	4987.2	5407.37	4557.8	6032.47	5177.49	5099.37	4469.31	3761.29	5223.5	5975.78	5737.05	4374.32	7396.05	5918.8	6008.3	4301.68	4438.89	5431.74	4947.72	5772.2	6875.25	4269.92	5235.55	5179.28	5145.33	4441.2	4308.33	5501.44	3812.75
ENSG00000011105	1935.73	1733.77	1775.72	1701.94	1879.61	1814.06	2351.46	1397.68	1369.98	1533.71	1859.27	2019.72	1451.62	1734.6	1497.47	1941.97	1714.67	1751.45	1443.43	1591.77	1833.71	1704.93	1571.84	1919.73	1920.8	2214.3	1739.25	1583.8	2221.87	1293.47	2013.52	1729.33	2136	1707.84	1838.36	1503.79
ENSG00000011114	1340.85	1324.15	1325.86	1367.19	1290.36	1481.37	1352.73	1258.95	1433.65	1499.24	1355.36	1610.96	1249.01	1474.38	1257.43	1335.87	1395.45	1439.76	1392.84	1351.57	1255.25	1511.98	1437.56	1390.39	1387.93	1353.49	1352.02	1257.77	1325.16	1407.23	1343.31	1386.59	1457.34	1568.38	1352.06	1331.69
ENSG00000011132	370.38	343.14	226.21	390.65	426.55	300.82	363.01	340.71	349.93	359.2	408.77	504.84	350.72	324.62	362.54	340.4	327.08	386.84	359.51	377.04	371.47	395.86	351.21	318.21	294.89	343.97	340.08	416.05	346.15	410.82	383.88	359.14	344.42	397.19	371.88	352.87
ENSG00000011143	265.74	288.06	336.55	314.21	296.97	301.89	327.14	341.86	351.74	347.38	337.15	383.07	226.97	300.31	336.41	328.16	267.68	333.6	246.05	360.52	308.88	252.98	304.49	350.05	390.54	283.88	303.29	323.15	276.77	328.57	292.81	315.99	360.24	342.99	288.58	323.24
ENSG00000011198	339.15	341.53	310.86	370.8	349.32	474.22	275.95	359.59	361.65	422.14	374.72	374.19	453.95	383.89	335.51	321.15	420.26	359.32	436.12	403.8	309.45	362.02	413.83	413.2	335.54	283.23	457.54	414.56	305.47	412.93	337.71	381.01	497.34	369.68	374.27	317.71
ENSG00000011201	641.02	1034.48	1052.23	878.55	1143.68	1168.49	808.5	869.92	937.47	1161.8	925.1	1157.62	1096.43	892.73	860.99	1082.34	912.99	883.47	1102.04	1123.64	986.8	971.63	1051.73	931.21	1083.41	1151.15	1130.65	990.53	894.62	721.87	711.32	1000.14	973.31	1104.8	943.27	1333
ENSG00000011243	1227.92	1296.01	1334.94	1320.11	1398.54	1321.34	1268.96	1439.92	1286.48	1110.57	1269.1	1228.2	1215.48	1379.52	1310.01	1221.51	1392.64	1428.5	1155.91	1141.2	1378.28	1080.91	1207.79	1108.69	1243.5	1325.34	1299.44	1257.97	1411.58	1370.1	1305.25	1293.9	1513.64	1253.5	1318.3	1476.47
ENSG00000011258	1051.75	981.64	1000.11	1043.48	1071.21	1099.96	940.45	1053.16	782.35	849.88	987.81	1253.5	1002.65	969.44	1055.39	1124.71	993.07	1145.27	945.55	955.51	1033.91	961.11	921.04	897.05	1104.11	974.48	1015.21	1123.53	985.58	983.27	1082.5	1013.91	1141.27	1110.94	1016.83	1007.79
ENSG00000011260	515.69	553.55	594.88	510.79	593.14	518.58	575.12	479.42	527.55	534.43	507.06	500.66	580.44	555.14	458.82	597.29	565.31	407.13	500.59	567.79	531.2	525.47	543.56	560.22	635.37	606.93	555.42	602.65	484.32	566.12	525.85	530.69	478.46	516.89	532.28	534.35
ENSG00000011275	1890.96	1632.71	1521.86	1532.41	1744.72	1699.25	1654.97	1702.56	1668.89	1744.37	1665.41	1579.98	1520.16	1716.91	1857.17	1653.37	1892.99	1611.7	1576.42	1627.35	1805.45	1525.88	1611.29	1623.41	1637.03	1752.1	1588.37	1587.2	1624.31	1654.06	1653.37	1659.91	1790.58	1746.52	1695.05	1517.63
ENSG00000011295	1197.81	1274.27	1257.33	1010.21	1191.08	1237.84	960.29	1322.52	1185.76	1154.66	1508.47	1161.77	1184.16	1256.14	1390.19	1245.89	1269.66	1136.88	1161.08	1108.95	1267.31	1166.68	1232.77	1262.46	1244.1	1211.15	1273	1235.83	1159.49	1208.84	1242.31	1235.62	1267.19	1177.51	1206.06	1289.22
ENSG00000011304	2072.94	2125.43	1909	2411.86	2221.86	2073.74	2249.74	2323.07	2395.65	2099.51	2022.5	2330.19	2180.15	2262.42	2207.1	2251.63	2047.28	2121.09	2347.57	2220.16	2186.99	1885.8	2294.75	2057.26	2149.81	2176.35	2138.11	2227.18	2179.26	2407.94	2329.65	2175.71	2139.75	2148.69	2215.75	2198.69
ENSG00000011347	396.14	304.77	339.57	299.86	350.69	370.72	344.3	242.13	286.12	371.11	454.52	312.57	272.16	396.56	243.47	199.04	345.73	299.96	252.66	394.77	380.16	331.14	419.89	482.42	404.55	250.68	340.14	402.44	334.97	324.51	260.89	334.4	371.53	300.24	319.99	217.33
ENSG00000011376	864.12	808.89	798.94	827.48	812.81	855.41	771.98	910.67	962.48	837.32	708.81	789.02	824.47	706.88	986.11	900.77	828.24	624.46	722.89	721.97	926.19	845.93	880.68	848.42	903	666.87	765.81	853.87	806.35	803.46	779.2	815.1	804.74	829.07	816.07	919.66
ENSG00000011405	1619.59	1555.2	1474.57	1442.4	1395.11	1424.74	1653.38	1560.08	1722.66	1768.09	1687.67	1512.53	1466.43	1611.79	1750.13	1465.47	1783.04	1727.78	1511.5	1512.93	1397.94	1494.18	1648.01	1432.48	1370.72	1706.36	1460.31	1493.61	1496.35	1692.21	1362.85	1563.42	1548.17	1617.26	1555.91	1650.53
ENSG00000011422	136.84	131.07	95.63	101	194.77	69.45	74.45	42.94	125.43	128.08	141.83	81.2	153.2	93.79	59.82	80.74	83.1	101.9	149.78	125.8	123.68	130.5	105.47	94.32	83.18	127.36	148.47	131.13	111.18	128.61	126.05	111.88	90.11	81.31	118.43	85.72
ENSG00000011451	1001.31	998.19	846.71	1116.55	1038.88	1033.81	984.75	1062.03	1051.93	949.48	1068.82	1041.95	1189.26	998.03	1002.14	1117.12	1139.68	1060.23	960.97	1157.64	1027.86	843.1	1012.82	1023.14	1094.08	972.23	954.37	1078.14	1111.18	1030.62	930.18	1023.51	1073.42	1077.4	1057.99	1135.35
ENSG00000011454	2993.93	2670.95	2606.33	2468.5	2789.64	2739.15	2757.06	2643.61	2495.99	2799.5	2838.17	2866.52	2578.6	2418.69	3045.17	2670.98	2829.8	2723.72	2522.05	2678.24	2621.72	2765.74	2739.87	2785.21	2665.43	2679.48	2855.59	2719.49	2562.15	2519.58	2590.8	2708.43	2965.82	2635.71	2705.67	2721.82
ENSG00000011465	34015.14	42158.79	42624.09	42361.54	46055	34487.88	41677.4	35871.93	43525.06	46490.84	40211.68	37510.94	42804.75	37819.51	33394.72	45847.53	34276.94	38123.37	44230.11	43504.5	41208.18	41322.79	37587.49	34962.11	38182.11	51480.62	35203.21	35681.69	33557.7	47297.95	35191.56	39936.29	30405.09	44710.5	38699.73	50429.68
ENSG00000011478	79.46	60	45.21	43.3	53.12	35.5	63.45	32.99	30.67	89.8	54.04	79.07	107.22	44.97	61.03	54.09	49.31	45.82	64.15	68.87	63.5	73.98	59.6	86.78	86.27	45.82	74.59	62.44	61.48	58.99	54.65	59.24	32.8	44.42	62.23	69.79
ENSG00000011485	1655.51	1619.97	1688.18	1669.22	1554.99	1697.16	1549.76	1677.11	1747.59	1432.23	1650.64	1692.06	1529.52	1446.11	1618.46	1563.7	1581.47	1653.9	1566.62	1689.45	1726.97	1604.56	1587.91	1644.26	1772.43	1481.78	1697.36	1665.68	1567.52	1538.05	1597.91	1619.96	1611.2	1524.02	1607.48	1669.41
ENSG00000011523	3054.82	2996.92	3161.26	2685.42	3230.96	2872.53	2918.96	3054.03	3283.23	3504.04	3632.04	3806.3	2992.8	3572.36	2738.38	3029	3100.55	3525.33	2821.42	2998.99	3222.74	2640.06	2812.75	2958.73	3188.55	2915.88	3519.7	2772.66	3980.73	3744.36	3260.88	3208.79	4397.07	3460.56	3085.45	2700.87
ENSG00000011566	2012.62	1976.19	1924.58	2182.74	2125.25	1987.06	2259.68	1899.84	2302.81	1795.4	1902.49	1874.96	1966.89	2054.08	1809.44	2094.14	2147.81	1963.24	1815.24	2136.74	1881.7	1699.93	1970	1950.89	2006.27	2383.71	2065.47	2083.06	1900.2	2057.15	2063.85	1978.52	2487.86	1883	2050.98	1850.55
ENSG00000011600	362.3	357.89	378.22	229.47	338.74	310.63	337.88	307.7	346.12	321.95	273.5	317.43	343	356.79	327.38	328.11	310.53	303.35	426.74	393.99	327.23	371.4	289.4	281.62	290.74	320.52	517.67	286.68	236.12	403.47	279.64	332.27	327.51	199.63	317.92	315.12
ENSG00000011638	5617.88	6579.03	7616.17	5452.08	6518.58	5985.4	6568.23	6118.68	6374.84	6498.4	6170.46	6741.53	6427.65	8116.23	6052.53	6394.99	6682.29	7470.59	5395.68	5748.21	5946.97	5693.93	5270.79	7897.19	6288.07	7536.49	6811.08	5232.06	7609.49	7049.71	6381.31	6535.74	9079.66	6046.98	6473.51	6042.96
ENSG00000012048	298.84	227.51	211.64	256.09	191.45	258.25	276.71	243.54	203.22	245.48	314.65	300.18	279.75	197.81	255.87	272.89	313.51	262.22	200.49	267.81	232.14	262.53	271.4	341.04	297.87	228.03	249.6	231.67	270.54	243.76	314.48	254.69	274.62	198.91	267.73	203.17
ENSG00000012061	1721.28	1500.33	1604.43	1377.09	1480.59	1451.05	1485.87	1353.42	1575.96	1344.34	1451.46	1412.32	1157.43	1363.28	1469.8	1595.01	1240.59	1243.15	1513.64	1257.74	1476.48	1426.36	1488.21	1444.41	1577.09	1475.82	1452.71	1405.76	1306.77	1551.6	1485.8	1434.27	1263.1	1418.04	1427.31	1417.28
ENSG00000012124	5.31	60.97	61.63	14.31	30.88	24.29	36.98	72.19	106.49	37.84	21.15	42.94	42.87	68.03	47.96	17.83	44.73	12.48	69.21	84.39	19.1	21.12	38.54	25.09	76.88	45.27	134.63	27.86	26	34.81	59.24	47.88	55.66	15.01	39.05	95.59
ENSG00000012171	888.2	845.98	932.44	1213.03	1104.44	857.59	1225.59	1223.59	896.15	1332.57	923.26	1044.04	1272.59	1433.2	944.13	1219.86	974.94	845.64	834.15	1854.98	1027.31	729.17	1492.54	681.08	1636.04	713.62	1073.12	810.07	1025.92	1049.66	778.23	1043.73	971.28	1393.16	841.36	1518.41
ENSG00000012174	1091.85	938.14	1016.77	986.3	904.91	919.06	919.17	896.55	949.93	911.7	1014.88	857.82	1032.19	813.44	870.13	881.99	960.95	835.07	902.06	888.6	918.08	1069.24	924.26	914.96	952.57	733.26	914.9	993.91	911.41	1074.12	912.08	937.86	887.95	1055.25	917.95	1012.5
ENSG00000012211	460.87	448.58	376.33	442.66	432.98	488.78	392.22	412.67	413.79	412.47	444.97	410.21	416.44	436.91	413.87	327.49	389.42	491.42	508.24	430.79	409.4	488.25	396.87	475.74	403.59	376.08	462.67	481.51	404.91	359.97	392.4	431.61	382.05	450.84	461.09	467.25
ENSG00000012223	130.89	84.3	96.43	53.87	53.3	90.68	113.06	68.65	85.99	53.96	96.07	60.6	54.34	65.9	76.78	65.98	87.64	74.44	70.6	64.42	76.31	71.85	40.51	66.08	83.7	49.62	119.69	126.48	93.71	76.86	62.48	77.97	104.74	69.46	82.73	54.24
ENSG00000012232	1550.03	1470.16	1460.38	1589.64	1543.87	1594.17	1617.89	1582.58	1657.02	1537.27	1721.62	1605.83	1457.41	1456.94	1406.62	1580.43	1747.78	1403.77	1312.87	1519.16	1785.49	1703.11	1629.09	1371.43	1517.16	1410.43	1490.3	1580.31	1720.74	1641.7	1650.05	1547.62	1599.85	1513.14	1546.36	1366.09
ENSG00000012660	1512.75	1353.33	1214.22	1205.67	1112.45	1206.3	1195.31	1514.71	1709.92	1278.93	1118.65	1284.07	1208.67	1503.24	1557.39	1289.93	1141.72	1178.97	1441.92	1226.91	1113.75	1150.34	1214.62	1375.21	1521.07	944.89	1506.57	1522.54	1328.77	1372.25	1394.35	1313.83	1279.87	1443.14	1331.49	1293.27
ENSG00000012779	103.2	161.71	134.66	148.94	167.1	144.78	130.5	187.71	190.67	248.02	115.48	66.3	244.08	172.41	190.66	207.64	186.07	165.15	179.44	185.73	145.52	141.49	133.02	212.59	88.16	178.83	116.26	150.87	120.84	226.5	80.03	159.52	122.74	144.79	163.94	183.65
ENSG00000012822	8980.9	8107.65	9495.44	7944.79	9387.41	8049.89	8581.64	8388.95	6246.69	8670.6	8998.44	9764.87	8348.38	8143.14	8862.99	8584.1	8987.91	9062.15	7038.72	7555.76	8175.63	7979.74	9006.59	8049.38	8758.16	8634.01	8514.95	8161.29	8300.84	9764.26	9082.58	8567.17	9822.43	8405.36	8237.12	8709.03
ENSG00000012963	1135.92	1250.73	1311.27	1340.84	1133.47	1364.54	1200.26	1205.03	1325.57	1439.81	1353.85	1333.65	1291.25	1143.3	1139.12	1199.6	1203.55	1229.3	1462.24	1197.13	1316.21	1283.44	1328.44	1177.74	1254.65	1306.9	1245.67	1281.85	1095.63	1417.55	1276.86	1282.91	1124.16	1371.47	1247.06	1354.75
ENSG00000012983	1368.69	1323.28	1345.13	1153.36	1311.35	1141.57	1154.25	1353.75	1256.62	1348.21	1155.09	1337.75	1419.22	1455.16	1449.23	1276.15	1311.01	1255.04	1255.45	1143.12	1353.03	1283.17	1286.35	1243.3	1358.3	1233.94	1287.39	1320.45	1254.98	1496.5	1264.25	1295.74	1237.34	1325.68	1284.3	1364.56
ENSG00000013016	250.64	219.01	269.89	244.83	167.67	249.47	202.3	219.53	263.67	179.32	222.19	184.87	164.26	192.87	223.91	221.39	250.84	261.57	224.51	226.43	244.88	223.17	225.86	222.58	197.24	258.22	178.41	217.04	142.01	238.92	219.64	218.48	182.86	182.74	213.27	140.47
ENSG00000013275	2384.86	2252.16	2330.96	2080.58	2129.12	2033.06	1976.7	2026.02	2202.19	1934.02	2232.46	1910.09	2219.72	2457.22	2006.16	1938.1	2000.25	2139.35	2062.25	2101.41	2012.88	2180.49	2294.88	2185.51	2483.92	2175.57	2310.22	2202.39	1951.52	2113.23	2131.64	2150.54	2177.41	2084.68	2110.22	2287.65
ENSG00000013288	715.06	748.7	718.67	852.47	651.34	767.67	955.83	800.04	881.65	805.2	833.66	720.38	728.34	741.5	816.34	952.14	726.38	800.47	746.04	978.4	770.42	764.78	697.4	733.11	778.44	868.75	713.45	820.89	660.19	719.19	681.2	773.32	797.5	862.23	747.44	738.81
ENSG00000013297	171.25	175.11	153.26	155.87	105.11	110.48	201.51	99.25	317.35	162.32	115.69	57.46	88.91	135.29	147.94	127.2	73.88	67.63	239.66	169.05	96.8	96.87	81.39	145.52	134.47	226.84	138.83	68.65	119.95	83.57	126.38	137.24	145.73	265.14	138.35	193.18
ENSG00000013306	1505.57	1394.28	1271.71	1309.7	1483.35	1346.85	1478.07	1427.92	1622.52	1280.07	1350.24	1177.7	1264.64	1289.99	1302.6	1331.66	1550.44	1119.3	1180.89	1450.63	1286.5	1372.36	1195.6	1534.38	1534.02	1254.88	1558.02	1574.48	1414.67	1299.42	1523.99	1365.39	1372.43	1255.66	1445.41	1308.94
ENSG00000013364	2832.12	2544.16	1958.21	2965.12	2787.58	2778.34	2695.77	2611.92	2440.55	1999.56	2374.35	2007.44	2916.85	1929.31	2512.76	2083.59	3291.9	2199.66	2539.54	2278.7	2325.58	2398.76	2103.29	3363.22	2287.85	2589.33	2436.56	2650.22	2702.44	2272.05	3329.85	2504.93	2623.65	2225.59	2967.63	2624.85
ENSG00000013374	2002.18	2053.98	2076.4	2135.7	2144.98	2037.42	1854.44	1930.06	2236.64	1897.72	2127.01	1912.31	2197.46	1955.37	1836.72	2140.57	2072.11	1802.18	2049.97	2392.98	1856.36	2006.04	2065.88	2059.58	2087.77	1936.97	1983.84	1979.97	2015.15	1926.2	1882.88	2022.75	2079.14	2338.88	1962.49	2117.93
ENSG00000013375	634.83	671.67	787.03	635.73	715.44	571.3	607.81	667.78	707.29	495.78	673.59	603.75	569.48	589.16	593.71	649.54	503.97	533.91	615.6	718.57	663.14	669.55	611.78	643.53	703.56	544.43	723.57	689.65	601.43	652.85	677.28	634.58	587.03	573.24	595.03	612.75
ENSG00000013392	280.25	254.23	278.35	218.37	290.08	254.89	199.05	238.93	226.45	213.83	254.68	261.73	243.36	209.27	252.08	252.95	238.54	196.29	294.38	234.26	227.03	205.74	251.45	262.63	243.35	234.69	295.52	234.19	211.51	284.82	286.6	249.2	265.79	224.07	244.91	229.96
ENSG00000013441	3239.21	4302.61	5235.37	4604.92	4280.12	3980.41	5138.17	4842.88	4332.61	5114.28	4077.9	4122.82	4448.12	4223.67	4705.82	4247.85	4509.41	4413.84	4041.74	4777.48	3958.94	4143.66	4668.5	3239.35	4326.98	5489.76	4531.22	4445.22	4199.99	3622.55	4877.67	4433.62	5012.1	4781.61	4060.73	4779.74
ENSG00000013503	474.05	462.13	454.86	469.54	428.07	433.88	385.45	425.67	529.79	445.8	472.01	416.38	501.32	424.25	433.59	407.69	382.98	387.72	516.33	530.83	441.74	485.72	471.2	480.19	467.87	435.77	500.62	477.1	389.67	381.37	491.91	452.46	474.16	466.08	433.77	365.33
ENSG00000013523	1026.47	918.32	1048.69	857.04	945.3	751.56	854.32	845.26	819.91	890.93	941.93	932.78	1048.83	932.2	810.36	972.98	847.87	921.81	702.92	900.46	905.68	887.93	993.99	858.57	1210.13	891.78	953.65	1006.35	961.29	929.22	946.11	909.66	936.28	836.88	874.7	866.14
ENSG00000013561	2044.8	2117.43	2134.1	2098.48	1859.21	2200.43	1954.79	1956.3	2150.8	1785.49	2244.09	2034.59	2106.33	1929.31	1861.45	2120.52	1885.73	2010.01	2012.38	2184.87	2050.14	2398.67	2054.08	2159.55	2235.88	1907.8	2200.38	2155.8	1972.78	1737.91	1970.24	2052.74	1984.24	1958.99	2020.26	2104.69
ENSG00000013563	1935.02	1554.1	1703.79	1302.35	1199.15	1357.3	1636.22	1333.69	1714.79	1371.5	1482.26	1106.12	1312.33	1399.65	1614.84	1456.38	1562.64	1491.96	1467.02	1476.29	1338.44	1454.58	1414.03	1468.19	1520.94	1710.06	1510	1067.98	1379.45	1268.37	1374.32	1444.75	1485.66	1391.46	1442.67	1403.73
ENSG00000013573	413.07	548.92	1038.54	387.04	631.75	403.95	432.55	189.1	426.09	416.59	381.27	507.81	389.55	466.87	269.21	164.01	352.41	525.3	421.8	503.18	542.38	698.58	747.69	505.89	368.45	549.12	536.07	401.84	380.25	471.84	139.36	463.99	382.83	206.69	334.26	437.95
ENSG00000013583	689.55	847.88	825.29	709.51	849.53	783.33	690.14	830.29	892.88	798.53	748.12	804.21	874.8	979.5	774.38	838.3	649.63	684.04	800.64	810.2	903.68	842.8	779.05	827.16	927.57	782.56	980.99	816.64	776.22	809.88	787.56	813.73	893.62	728.34	791.26	869.97
ENSG00000013588	60.43	64.57	26.17	62.35	84.18	46.86	94.48	23.74	109.15	118.01	59.11	27.64	73.17	72.95	38.02	62.87	79.19	51.85	65.84	69.1	50.7	57.49	74.62	68.14	52.42	89.75	42.05	41.06	97.86	52.44	41.03	60.91	52.84	75.89	70.09	70.91
ENSG00000013619	653.91	537.03	486.46	516.73	438.03	562.07	435.86	635.17	460.55	465.73	453.21	363.27	552.54	787.76	575.23	459.21	544.68	598.32	613.27	437.19	634.68	321.81	489.77	471.95	677.87	468.48	480.02	477.8	600.04	552.15	563.09	523.97	444.31	585.49	562.09	555.15
ENSG00000013725	43.29	41.93	33.34	39.26	61.66	22.11	33.99	43.28	68.35	31.15	60.52	41.09	30.92	31.33	43.85	35	45.48	27.33	42.24	73.59	42.2	32.55	23.51	26.98	5.74	21.56	31.13	38.78	70.01	23.8	23.45	38.48	51.39	83.05	34.65	35.23
ENSG00000013810	220.61	166.55	143.89	212.49	153.54	109.22	143.44	254.35	143.06	165.18	213.82	161.81	262.05	153.84	203.97	187.93	213.39	212.63	147.93	198.42	154.33	255.3	185.76	132.61	186.69	152.2	180.7	153.46	169.4	187.65	317.2	183	174.24	161.04	181.39	139.01
ENSG00000014123	2300.34	2132.07	2111.3	1948.98	2245.54	2103.32	2017.62	2142.85	2053.61	2045.25	2111.71	2030.52	2054.42	2264.06	2194.51	2218.93	2260.19	2071.73	2033.53	2159.69	2139.21	2160.34	2039.51	2008.88	2080.37	2034.33	2088.43	1982.46	2196.22	2093.7	2005.98	2084.23	2147.72	2244.07	2087.99	2050.29
ENSG00000014138	256.97	257.31	264.95	371.65	268.65	278.19	392.6	293.52	204.19	373.58	331.04	277.42	350.36	250.14	314.13	343.81	265.4	314.39	321.5	311.32	281.21	257.19	272.34	355.46	217.44	366.26	222.9	268.74	269.8	348.33	361.17	298.41	359.54	316.78	299.38	245.73
ENSG00000014164	568.45	585.2	442.48	463.64	607.81	581.43	598.16	566.89	552.15	580.01	548.06	652.51	491.15	712.31	521.79	657.12	603.55	540.81	620.87	534.98	514.36	593.77	528.53	509.36	572.54	482.97	601.14	569.29	724.76	610.32	522.35	562.34	413.75	623.34	600.48	600.28
ENSG00000014216	3521.89	3227.26	2649.55	3440.72	3284.84	3603.84	3384.19	3125.15	3444.66	2983.32	2996.21	3440.61	3293.23	3178.95	3013.5	3255.97	3833.05	3137.06	3344.83	2979.95	3489.6	3259.89	2890.99	3340.44	3170.31	3341.36	3094.38	3133.38	3401.07	3464.61	3417.67	3243.62	3198.51	3388.9	3558.71	3328.26
ENSG00000014641	17779.19	14505.87	14396.08	16061.59	14955.29	15842.76	14784.78	17075.86	15751.44	14559.25	17716.03	15421.15	14577.99	10214.57	17481.14	13025.66	17660.57	14541.29	14119.14	17092.22	16732.5	17209.15	18290.83	14320.67	15189.81	12516.64	17187.97	15544.22	13689.99	13825.38	17851.29	15466.02	15112.62	11744.13	15239.52	13921.88
ENSG00000014824	3372.56	3344.99	3089.19	3333.77	3047.7	3265.25	3653.68	3146.19	3074.88	2790.11	3034.74	3292.99	3355.4	3309.93	3170.91	3208.64	3147.66	2930.23	3937.32	2937.66	3132.41	3017.08	2935.95	3281.8	2929.16	3052.7	3334.07	3287.84	3817.41	3360.9	3466.72	3177.95	2878.3	3304.37	3420.25	3226.73
ENSG00000014914	321.04	296.21	271	364.95	278.05	228.38	291.04	234.47	320.5	248.16	360.21	297.62	405.05	360.4	280.65	229.01	308.66	180.4	228.36	312.14	305.28	476.57	450.91	356.86	288.17	303.83	246.28	308.78	259.47	267.94	390.4	298.99	319.42	300.28	284.36	228.02
ENSG00000014919	1381.62	2192.45	2197.6	2444.58	2022.22	2249.39	2298.83	2425.52	2396.67	2174.31	2323.92	2310.25	2362.86	2390.44	2047.27	2328.53	2310.82	2232.79	2217.8	2456.63	2249.1	2505.74	2277.83	2225.62	1859.27	2260.24	2152.81	2421.54	2197.26	2432.1	2237.33	2240.62	2114.98	1979.52	2182.27	2145.6
ENSG00000015133	514.07	386.09	474.09	297.56	317.6	455.7	406.02	332.41	280.89	355.59	387.71	545.43	248.1	501.19	404.18	293.42	426.89	483.23	447.36	390.26	407.42	439.32	330.62	336.97	398.21	357.34	466.16	341.18	354.92	402.76	377.94	398.93	444.12	499.14	370.94	276.25
ENSG00000015153	846.93	866.47	1027.06	1031.9	911.01	1025.01	802.06	980.24	842.39	774.08	902.07	808.61	766.57	1007.53	757.67	772.36	858.87	994.54	950.9	921.6	921.76	756.74	1009.76	975.53	976.71	717.89	843.71	861.41	855.5	1062.73	897.57	904.48	752.46	818.56	876.19	946.62
ENSG00000015171	4016.96	4049.43	4186.81	3843.64	3777.85	3993.44	4175.39	4085.14	4360.27	3951.74	3848.97	3925.18	3598.14	4272.37	3949.53	4103.77	4007.82	3913.93	4104.01	3906.19	3961.21	3845.12	3733.05	3845.53	4166.61	4088.89	4125.06	3784.17	3936.56	4246.08	4076.39	3998.98	3861.61	4103.78	3985.45	4056.09
ENSG00000015285	126.48	109.82	104.6	90.03	91.04	131.33	139.24	101.03	85.63	140.64	108.87	72.58	118.86	106.21	120.52	133.76	139.65	96.57	119.47	138.7	104.71	95.88	103.63	113.33	146.5	116.27	112.44	105.82	96.5	106.46	77.75	109.35	71.51	113.37	110.04	117.9
ENSG00000015475	638.32	628.47	595.9	586.11	741.4	551.42	666.53	587.85	567.24	551.16	688.7	712.29	605.31	730.99	526.56	675.65	582.7	536.37	526.5	620.79	664.18	680.5	633.51	630.27	726.17	672.53	718.63	572.66	607.37	726.5	762.85	629.67	671.98	532.26	630.52	636.42
ENSG00000015479	282.75	220.79	198.96	223.28	217.05	219.36	261.51	214.22	265.98	243.7	189.61	216.74	212.42	215.62	239.55	216.15	213.3	185.52	235.62	221.4	259.05	207.07	217.36	200.17	248.75	230.32	237.02	233.33	225.62	211.23	225.98	219.95	232.78	230.81	229.44	201.82
ENSG00000015532	517.57	497.9	480.6	486.04	554.91	509.03	545.54	502.17	579.92	542.25	562.88	615.7	469.44	572.24	439.84	496.69	575.02	496.72	404.29	602.92	563.57	497.64	456.02	514.98	660.54	506.6	584.75	566.09	528.39	540.77	540.47	529	628.61	579.48	520.88	488.12
ENSG00000015676	5086.95	4887.59	4927.16	4847.25	4969.41	4676.52	4963.59	4809.53	5366.93	4945.55	4327.15	4434.48	4659.16	5270.52	4693	4404.73	4906.17	5113.34	4693.64	5367.41	4820.18	5005.53	4475.47	5217.21	4958.6	4610.32	4879.67	4908.82	4510.11	5090.35	4249.08	4834.07	4597.53	4826.63	4831.89	4838.68
ENSG00000016391	215.77	228.82	267.58	405.05	235.81	206.64	382.37	308.86	289.59	160.75	317.08	292.47	283.43	156.91	225.56	208.78	224.12	203.67	232.91	431.03	353.25	191.94	295.25	192.7	308.85	187.21	282.76	289.14	227.72	310.48	275.41	258.95	217.32	220.39	233.11	395.17
ENSG00000016402	79.8	50.5	39.66	49.46	33.9	59.39	72.56	33.65	42.95	23.22	52.37	93.46	59.26	75.49	50.5	42.92	79.27	57.01	51.87	52.46	54.83	41.7	65.29	82.95	66.84	33.1	51.61	30.36	113.03	41.57	49.57	53.14	62.86	49.25	65.07	48.86
ENSG00000016864	992.5	982.79	918.95	933.26	958.74	945.72	1088.09	919.38	1043.27	900.66	1007.77	981.5	858.04	869.22	901.48	948.54	938.91	880.36	929.47	955.05	1030.19	980.99	961.41	934.44	1049.3	1000.52	1047.55	1090.58	972.53	899.03	1002.38	952.05	833.81	805.21	986.15	923.36
ENSG00000017260	2450.68	2290.01	2243.58	2267.16	2119.85	1702.12	2616.24	2182.01	2284.11	1771.55	2059.54	2306.03	2407.9	2301.76	2363.37	2301.44	2072.55	2142.25	2113.11	2116.61	2244.98	2242.98	2096.04	2058.62	2071.77	2168.13	2219.34	2295.28	2560.93	2406.15	2265.29	2159.38	2177.36	2011.26	2234.44	2180.05
ENSG00000017427	261.48	289.15	146.92	163.01	243.57	116.6	186.95	217.23	428	151.75	257.55	255.16	144.76	525.46	190.5	167.21	217.64	276.12	228.58	279.09	199.52	298.87	194.13	233.67	251.71	266.73	287.72	262.11	189.72	307.36	190.63	237.91	205.27	262	246.26	225.24
ENSG00000017797	2373.04	2355.06	2235.83	2510.97	2335.41	2171.32	2458.63	2292.33	2364.11	2367.17	2423.19	2545.23	2614.01	2612.38	2262.59	2218	2137.28	2365.24	2472.2	2635.79	2350.41	2373.63	2741.28	2322.24	2540.72	2354.25	2538.51	2293.13	2540.17	2223.84	2488.47	2386.61	2489.65	2309.83	2347.18	2361.48
